objectid,parentid,title,display_template,type,format,object_location,image_small,image_thumb,creator,recipient,publisher,date,date-is-approximate?,description,subject,location,latitude,longitude,source,identifier,item_information,language,rights,rightsstatement,image_alt_text,object_transcript,related_publication
cbd_082,,Nativity Letter from Archbishop George Augustine Hyde,image,"Image;StillImage, Text",image,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_082.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_082.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_082.jpeg,,,,1980-12-01,,"Christmas (Nativity) 1980 pastoral letter from Archbishop George Augustine Hyde of the Orthodox-Catholic Church of America addressed to Archbishop Robert Clement, Bishop John Darcy Noble, and Fr. Phillip of the Church of the Beloved Disciple and the Eucharistic Catholic Church. Written on the thirty-fourth anniversary of the founding of the Eucharistic Catholic Church, Hyde reflects on the church's pioneering ministry to gay Christians, recalling its origins in 1946 and its commitment to providing an affirming spiritual home for those excluded from other churches. Condemning efforts to deny homosexual persons access to the sacraments, he describes the Church of the Beloved Disciple as the continuing heir to the Eucharistic Catholic Church's mission and praises its clergy for faithfully carrying forward that apostolic ministry into a new generation.",,,,,,CBD_082,,,,,,,
cbd_083,,Letter from Archbishop George Hyde on the Preservation of the Holy Eucharist Church Legacy,pdf,"Image;StillImage, Text",pdf,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_083.pdf,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_083.pdf,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_083.pdf,,,,1979-10-26,,"Two-page letter dated October 26, 1979, from Archbishop George Augustine Hyde of the Orthodox-Catholic Church of America to Bishop Robert Mary Clement of the Church of the Beloved Disciple. Hyde recounts the rediscovery of furnishings and devotional objects from the original Holy Eucharist Church in Atlanta, including wooden chairs, an altar cross, a Gospel Book, and his episcopal ring. He offers several of these artifacts to Clement for preservation, reflecting on their historical importance to the founding of the Eucharistic Catholic Church in 1946 and expressing his desire that its material and spiritual legacy continue through the ministry of the Church of the Beloved Disciple.",,,,,,CBD_083,,,,,,,
cbd_084,,Original Holy Eucharist Church Altar,image,"Image;StillImage, Text",image,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_084.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_084.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_084.jpeg,,,,,,"Photograph of the original altar of the Holy Eucharist Church in Atlanta, Georgia, showing the primitive altar cross, Gospel Book, and altar furnishings preserved from the congregation's earliest years. In a letter dated October 26, 1979, Archbishop George Augustine Hyde informed Bishop Robert Clement that these objects had been rediscovered after decades in storage and described their historical significance to the founding of the Eucharistic Catholic Church.",,,,,,CBD_084,,,,,,,
cbd_085,,Original Holy Eucharist Church Chair,image,"Image;StillImage, Text",image,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_085.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_085.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_085.jpeg,,,,,,"Photograph of one of the original wooden chairs used by the Holy Eucharist Church in Atlanta during its formative years. In his October 26, 1979 letter to Bishop Robert Clement, Archbishop George Augustine Hyde recounted the rediscovery of two such chairs after twenty-five years in storage and noted that they had furnished the congregation's earliest worship space.",,,,,,CBD_085,,,,,,,
cbd_086,,Archbishops George Augustine Hyde and Richard Arthur Marchenna visiting the home of Robert Mary Clement and John Darcy Noble in New York City. ,image,"Image;StillImage, Text",image,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_086.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_086.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_086.jpeg,,,,1970s,,"Hyde, Archbishop of the Orthodox-Catholic Church of America, and Marchenna, Primate of the Old Roman Catholic Church in North America, were both instrumental in providing apostolic succession and sacramental ministry to emerging independent Catholic communities. Their support of Robert Mary Clement and the Church of the Beloved Disciple helped establish it as one of the earliest ministries dedicated to providing full sacramental access to LGBTQ Christians.",,,,,,CBD_086,,,,,,,
cbd_087,,Round Button with CBD Name and Logo,image,"Image;StillImage, Text",image,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_087.JPG,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_087.JPG,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_087.JPG,,,,circa 1970s,,"This small metal button bearing the name and emblem of the Church of the Beloved Disciple was produced as an identifying badge for members and supporters of the congregation. The design features the church's distinctive seal: a cross surrounding a Eucharistic chalice surmounted by the Sacred Host, accompanied by four stylized rosettes and the inscription ""Church of the Beloved Disciple – Eucharistic Catholic."" Worn at parish events, public processions, ecumenical gatherings, and LGBTQ demonstrations, the button served as a portable expression of the church's identity, publicly proclaiming both its sacramental tradition and its ministry of welcome and affirmation. Today it survives as a rare piece of material culture documenting one of America's earliest openly LGBTQ-affirming Catholic communities.",,,,,,CBD_087,,,,,,,
cbd_088,,Round Button with CBD Logo,image,"Image;StillImage, Text",image,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_088.JPG,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_088.JPG,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_088.JPG,,,,circa 1970s,,"This small metal button reproduces the official emblem of the Church of the Beloved Disciple, presenting the congregation's distinctive visual identity without accompanying text. The design centers on a cross enclosing a Eucharistic chalice surmounted by the Sacred Host, symbolizing the centrality of the Eucharist in the church's theology and worship. Four stylized quatrefoils placed between the arms of the cross evoke both the four Evangelists and the universality of the Church. Distributed among members and supporters, the button was worn at liturgical celebrations, public processions, Pride marches, and ecumenical gatherings, serving as a recognizable symbol of the congregation's apostolic heritage and its public witness as one of the earliest openly LGBTQ-affirming sacramental churches in the United States.",,,,,,CBD_088,,,,,,,
cbd_089,,Church Lapel Pin,image,"Image;StillImage, Text",image,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_089.JPG,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_089.JPG,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_089.JPG,,,,circa 1970s,,"This small enamel lapel pin reproduces the official emblem of the Church of the Beloved Disciple in the form of a cross. At its center, a Eucharistic chalice surmounted by the Sacred Host proclaims the church's sacramental identity, while four stylized quatrefoils occupy the spaces between the arms of the cross. Worn by clergy, members, and supporters, the pin served as a discreet yet recognizable expression of affiliation with the congregation. Its compact form made it suitable for everyday wear as well as for liturgical celebrations, public processions, ecumenical gatherings, and LGBTQ+ community events, embodying the church's distinctive witness as an openly affirming sacramental community rooted in Eucharistic devotion.
",,,,,,CBD_089,,,,,,,
cbd_090,,VIA January 1979,pdf,"Image;StillImage, Text",pdf,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_090.pdf,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_090.pdf,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_090.pdf,,,,1979-01 ,,"The January 1979 issue of The Eucharistic Catholic Via, the monthly newsletter of the Church of the Beloved Disciple, offers a vivid snapshot of parish life at the beginning of 1979. Published from the church's headquarters at 348 West 14th Street, New York City, the newsletter documents the congregation's liturgical life, theological vision, pastoral ministries, and engagement with the wider LGBTQ community. Articles report on Christmas celebrations, the annual St. Nicholas Fair, neighborhood crime-prevention efforts undertaken with Metropolitan-Duane Methodist Church and local organizations, and the church's memorial observances following the assassinations of San Francisco Mayor George Moscone and Supervisor Harvey Milk. The issue also inaugurates Fr. Mark Bradley's series On Being Gay and Christian, reflects on the church's understanding of Catholic identity and apostolic succession, and chronicles the community's expanding outreach, seminary, and public ministry. Together, the newsletter provides an invaluable contemporary record of the Church of the Beloved Disciple's religious, social, and civic life during a formative period in its history.",,,,,,CBD_090,,,,,,,
cbd_091,,"8 page Brochure entitled ""Church of the Beloved Disciple"". 3.75"" by 8.5"" folded brochure",pdf,"Image;StillImage, Text",pdf,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_091.pdf,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_091.pdf,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_091.pdf,,,,,,"This illustrated brochure introduces the Church of the Beloved Disciple, presenting it as an independent Catholic congregation founded to provide a sacramental and affirming spiritual home for LGBTQ people at a time when few churches welcomed them. Through photographs and narrative, it traces the church's history from the founding of the Eucharistic Catholic Church by George Hyde in 1946 to Robert M. Clement's establishment of the Church of the Beloved Disciple in New York in 1970, highlighting milestones including the first public gay Catholic service in New York City, the acquisition of the church's own building, and the ordination and consecration of openly gay clergy. Produced as both a historical account and an invitation to worship, the brochure reflects the church's understanding of itself as an apostolic Catholic community that united traditional liturgy with LGBTQ religious affirmation and activism.",,,,,,CBD_091,,,,,,,
cbd_092,,"6 page Brochure entitled ""Come Alive Don't Suffocate in Spiritual Closets.""3.75"" by 8.5"" folded brochure",pdf,"Image;StillImage, Text",pdf,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_092.pdf,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_092.pdf,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_092.pdf,,,,,,"This pamphlet encourages gay and lesbian Christians who feel alienated from their churches to embrace an affirming spiritual identity rather than remain, in its words, in ""spiritual closets."" It presents the Church of the Beloved Disciple as a sacramental Catholic community where LGBTQ people could worship openly and fully, arguing that gay identity is a God-given gift and calling for the creation and support of LGBTQ-led churches. Combining theological reflection with an invitation to membership, the brochure illustrates the church's mission to unite traditional Catholic worship with the emerging gay liberation movement of the 1970s.",,,,,,CBD_092,,,,,,,
cbd_093,,Opening Pages of Bishop John Darcy Noble's Consecration Service Booklet,pdf,"Image;StillImage, Text",pdf,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_093.pdf,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_093.pdf,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_093.pdf,,,,1980-10-05,,"The opening pages of the official program for the Ceremony of Consecration of The Most Reverend John Joseph Noble, D.D. as Bishop Coadjutor of New York of the Eucharistic Catholic Church, held at Metropolitan-Duane Church, New York City, on Sunday, October 5, 1980. The booklet includes Bishop Noble's official portrait, the order of service, and the names of the principal participants, including Archbishop Robert M. Clement, who served as consecrator, and Archbishop George A. Hyde, Primate of the Orthodox Catholic Church of America, who served as co-consecrator. The service booklet reflects the continuity of apostolic succession within the Church of the Beloved Disciple and the enduring relationship between Clement's ministry and the ecclesiastical lineage established by George Augustine Hyde more than three decades earlier.",,,,,,CBD_093,,,,,,,
cbd_094,,Letter of Episcopal Recognition for John Darcy Noble,image,"Image;StillImage, Text",image,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_094.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_094.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_094.jpeg,,,,1980-10-02,,"Letter issued by Bishop Alfred Louis (Lankenau), Chancellor of the Orthodox-Catholic Church of America, recognizing the canonical election of John Darcy Noble to the episcopate and consenting to his consecration on October 5, 1980 by Archbishop George Augustine Hyde and Bishop Robert Mary Clement. Dated October 2, 1980, the document evidences the Orthodox-Catholic Church of America's recognition of Noble's elevation as the second bishop of the Church of the Beloved Disciple.",,,,,,CBD_094,,,,,,,
cbd_095,,Bishop John Darcy Noble,image,"Image;StillImage, Text",image,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_095.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_095.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_095.jpeg,,,,1980-10-05,,"Photograph of Bishop John Darcy Noble (1923–2003) in episcopal vestments holding his crozier, taken during or shortly after his consecration and enthronement as the second bishop of the Church of the Beloved Disciple on October 5, 1980. A founding member of the Church of the Beloved Disciple, Noble helped continue the church's ministry of sacramental worship, pastoral care, and advocacy for LGBTQ Christians throughout the 1980s.",,,,,,CBD_095,,,,,,,
link_10,,LGBTQ-RAN Profile on John Darcy Noble,image,"Image;StillImage, Text",web page,,,,,,,,,needs to be completed ,,,,,,LINK_10,,,,,,,
cbd_096,,Easter Sermon 1982 - Archbishop Clement Easter,audio,"Image;StillImage, Text",audio,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_096.mp3,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_096.mp3,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_096.mp3,,,,1982-04-11,,"A restored recording of Archbishop Robert Mary Clement's Easter Day sermon, preached at the Church of the Beloved Disciple on April 11, 1982. Speaking to a predominantly lesbian and gay congregation, Clement proclaimed the Resurrection as the triumph of life over fear and exclusion, affirming that ""God lives. God is alive. God is present with us—for each one of us. Straight or gay. This is God's house. God's love. God's church. God's people."" The sermon exemplifies the church's theology of radical inclusion, emphasizing Christ's message of abundant life, the dignity of LGBTQ+ people, and the Eucharist as the living sign of God's unconditional love. Restored from the original audio recording.",,,,,,CBD_096,,,,,,,
cbd_097,,Bishop Clement and Ravarour celebrating Mass in Los Angeles (circa 2010),image,"Image;StillImage, Text",image,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_097.png,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_097.png,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_097.png,,,,circa 2010,,"One of the last known photographs of Bishop Robert Mary Clement at the altar, concelebrating the Eucharist with Bishop Ravarour in Los Angeles around 2010. Although the Church of the Beloved Disciple NYC had ceased to exist as an active parish decades earlier, Clement continued to exercise his priestly ministry, preserving the liturgical traditions and sacramental vision that had defined the church since its founding. The image stands as a poignant testament to the continuity of his vocation and his lifelong commitment to an inclusive Catholic ministry.
",,,,,,CBD_097,,,,,,,
cbd_098,,Archbishop Robert Mary Clement at Los Angeles Pride 2008,image,"Image;StillImage, Text",image,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_098.png,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_098.png,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_098.png,,,,2008-06-08,,"Archbishop Robert Mary Clement smiles during the Los Angeles Pride Parade on June 8, 2008, nearly four decades after carrying a sign proclaiming ""Gay People, This Is Your Church"" at New York's first Christopher Street Liberation Day March in 1970. Surrounded by members of an interfaith clergy contingent, Clement remained a visible public witness for LGBTQ+ inclusion in Christianity throughout his life. His presence at Pride reflected the enduring mission of the Church of the Beloved Disciple: to proclaim that LGBTQ+ people are fully embraced within the life of the Church and the sacramental love of God.",,,,,,CBD_098,,,,,,,
link_11,,Senior Prom: LGBTQ+ Seniors Get the Prom of Their Dreams | PBS Short Docs,video,"Image;StillImage, Text",YouTube Video,https://www.youtube.com/watch?v=rFBv6Mc77Ys,https://img.youtube.com/vi/rFBv6Mc77Ys/maxresdefault.jpg,https://img.youtube.com/vi/rFBv6Mc77Ys/maxresdefault.jpg,,,,2021-06-01,,"Description: ""Senior Prom"" takes on a whole new meaning at Triangle Square, a haven for LGBTQ+ retirees in Hollywood, CA. For so many high-schoolers, prom is a rite of passage in all of its love-filled, well-coiffed, abundantly photographed glory. But for generations of LGBTQ+ youth, prom has been emblematic of exclusion from a world they could not experience as their authentic selves. Over a night of dancing, kissing, and crowning of prom queens at Triangle Square, these trailblazing seniors reflect back on how far they've come and their dreams for the next generation. “Senior Prom” celebrates our eldest LGBTQ+ generation who spent a lifetime fighting for the right to love openly and, via rich personal archives, retraces lives and legacies of resistance that helped change the course of civil rights.
Segments with Robert: 02:26-02:49; 06:57-08:53; 11:37-13:00",,,,,,LINK_11,,,,,,,
link_12,,Rev. Robert Clement 100th Birthday Tribute,video,"Image;StillImage, Text",YouTube Video,https://www.youtube.com/watch?v=-3n5MzE6t5I,https://img.youtube.com/vi/-3n5MzE6t5I/maxresdefault.jpg,https://img.youtube.com/vi/-3n5MzE6t5I/maxresdefault.jpg,,,,2025-03-05,,"This video tribute was first presented at LGBTQ-RAN's Passionate Prophets GALA in 2024. Clement is perhaps most noted for founding The Church of the Beloved Disciple in Manhattan (1968-1986), the first major church for the LGBT community in New York and being co-creator of the term “Holy Union” when he presided over a same-sex wedding ceremony at his church in July 1970.",,,,,,LINK_12,,,,,,,
